,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
2903,Western Europe,2017,True,136069,South-eastern Asia,71298
2904,Western Europe,2017,True,136069,Sub-Saharan Africa,65747
2905,Western Europe,2017,True,136069,Northern Africa,22447
2906,Western Europe,2017,True,136069,Central Asia,2141
2907,Western Europe,2017,True,136069,Melanesia,596
2908,Western Europe,2017,True,136069,Polynesia,97
2909,Western Europe,2011,True,82157,Southern Europe,391258
2910,Western Europe,2011,True,82157,Eastern Europe,155504
2911,Western Europe,2011,True,82157,Eastern Asia,682591
2912,Western Europe,2011,True,82157,Northern Europe,617096
2913,Western Europe,2011,True,82157,Western Europe,1097159
2914,Western Europe,2011,True,82157,Northern America,1264988
2915,Western Europe,2011,True,82157,South-eastern Asia,68488
2916,Western Europe,2011,True,82157,Southern Asia,146355
2917,Western Europe,2011,True,82157,Latin America and the Caribbean,158708
2918,Western Europe,2011,True,82157,Australia and New Zealand,198141
2919,Western Europe,2011,True,82157,Sub-Saharan Africa,66629
2920,Western Europe,2011,True,82157,Western Asia,109291
2921,Western Europe,2011,True,82157,Northern Africa,23186
2922,Western Europe,2011,True,82157,Central Asia,1467
2923,Western Europe,2011,True,82157,Melanesia,597
2924,Western Europe,2011,True,82157,Polynesia,98
2925,Western Europe,2011,True,82157,Micronesia,3
2926,Eastern Europe,2010,False,35878,Northern America,101149
2927,Eastern Europe,2010,False,35878,South-eastern Asia,11527
2928,Eastern Europe,2010,False,35878,Southern Europe,50837
2929,Eastern Europe,2010,False,35878,Western Europe,81225
2930,Eastern Europe,2010,False,35878,Eastern Asia,105468
2931,Eastern Europe,2010,False,35878,Sub-Saharan Africa,8158
2932,Eastern Europe,2010,False,35878,Northern Africa,5389
2933,Eastern Europe,2010,False,35878,Latin America and the Caribbean,20569
2934,Eastern Europe,2010,False,35878,Northern Europe,52819
2935,Eastern Europe,2010,False,35878,Australia and New Zealand,16949
2936,Eastern Europe,2010,False,35878,Eastern Europe,173179
2937,Eastern Europe,2010,False,35878,Western Asia,18907
2938,Eastern Europe,2010,False,35878,Southern Asia,36473
2939,Eastern Europe,2010,False,35878,Central Asia,592
2940,Eastern Europe,2010,False,35878,Melanesia,41
2941,Eastern Europe,2010,False,35878,Polynesia,4
2942,Northern America,2017,False,251174,Australia and New Zealand,181515
2943,Northern America,2017,False,251174,Latin America and the Caribbean,140160
2944,Northern America,2017,False,251174,Southern Europe,260969
2945,Northern America,2017,False,251174,Northern America,1554424
2946,Northern America,2017,False,251174,Eastern Asia,1103974
2947,Northern America,2017,False,251174,Western Europe,408905
2948,Northern America,2017,False,251174,Western Asia,130266
2949,Northern America,2017,False,251174,Northern Europe,380546
2950,Northern America,2017,False,251174,Eastern Europe,105953
2951,Northern America,2017,False,251174,Southern Asia,215423
2952,Northern America,2017,False,251174,South-eastern Asia,97801
2953,Northern America,2017,False,251174,Sub-Saharan Africa,50275
2954,Northern America,2017,False,251174,Northern Africa,28437
2955,Northern America,2017,False,251174,Central Asia,2166
2956,Northern America,2017,False,251174,Melanesia,569
2957,Northern America,2017,False,251174,Polynesia,56
2958,Northern America,2017,False,251174,Micronesia,1
2959,Polynesia,2014,False,8,Northern Europe,5
2960,Polynesia,2014,False,8,Australia and New Zealand,49
2961,Polynesia,2014,False,8,Northern America,27
2962,Polynesia,2014,False,8,Eastern Asia,5
2963,Polynesia,2014,False,8,Sub-Saharan Africa,1
2964,Polynesia,2014,False,8,Polynesia,10
2965,Polynesia,2014,False,8,Southern Europe,1
2966,Polynesia,2014,False,8,Melanesia,5
2967,Polynesia,2014,False,8,Latin America and the Caribbean,1
2968,Polynesia,2014,False,8,South-eastern Asia,1
2969,Polynesia,2014,False,8,Western Europe,4
2970,Eastern Europe,2012,False,38160,Australia and New Zealand,16727
2971,Eastern Europe,2012,False,38160,Eastern Europe,181380
2972,Eastern Europe,2012,False,38160,Southern Europe,50602
2973,Eastern Europe,2012,False,38160,Eastern Asia,105978
2974,Eastern Europe,2012,False,38160,Western Asia,18676
2975,Eastern Europe,2012,False,38160,Southern Asia,36146
2976,Eastern Europe,2012,False,38160,Northern Europe,53307
2977,Eastern Europe,2012,False,38160,Northern America,96740
2978,Eastern Europe,2012,False,38160,Western Europe,78805
2979,Eastern Europe,2012,False,38160,Latin America and the Caribbean,20862
2980,Eastern Europe,2012,False,38160,South-eastern Asia,12486
2981,Eastern Europe,2012,False,38160,Northern Africa,5542
2982,Eastern Europe,2012,False,38160,Sub-Saharan Africa,8380
2983,Eastern Europe,2012,False,38160,Central Asia,655
2984,Eastern Europe,2012,False,38160,Polynesia,10
2985,Eastern Europe,2012,False,38160,Melanesia,69
2986,Eastern Europe,2012,False,38160,Micronesia,1
2987,Northern America,2012,True,217614,Latin America and the Caribbean,375692
2988,Northern America,2012,True,217614,Australia and New Zealand,493267
2989,Northern America,2012,True,217614,Eastern Asia,1924272
2990,Northern America,2012,True,217614,Southern Europe,788558
2991,Northern America,2012,True,217614,Western Europe,1580319
2992,Northern America,2012,True,217614,Northern Europe,1337460
2993,Northern America,2012,True,217614,Northern America,4806208
2994,Northern America,2012,True,217614,South-eastern Asia,183210
2995,Northern America,2012,True,217614,Western Asia,272861
2996,Northern America,2012,True,217614,Southern Asia,373801
2997,Northern America,2012,True,217614,Eastern Europe,289108
2998,Northern America,2012,True,217614,Northern Africa,51023
2999,Northern America,2012,True,217614,Sub-Saharan Africa,171081
3000,Northern America,2012,True,217614,Central Asia,3417
3001,Northern America,2012,True,217614,Melanesia,1505
3002,Northern America,2012,True,217614,Polynesia,139
3003,Northern America,2012,True,217614,Micronesia,8
3004,Northern America,2015,True,265107,Western Europe,1356812
3005,Northern America,2015,True,265107,Australia and New Zealand,444701
3006,Northern America,2015,True,265107,Northern Europe,1190923
3007,Northern America,2015,True,265107,Sub-Saharan Africa,163482
3008,Northern America,2015,True,265107,Northern America,4085879
3009,Northern America,2015,True,265107,Eastern Asia,1881439
3010,Northern America,2015,True,265107,Eastern Europe,269238
3011,Northern America,2015,True,265107,Latin America and the Caribbean,342815
3012,Northern America,2015,True,265107,Northern Africa,47477
3013,Northern America,2015,True,265107,Southern Asia,351896
3014,Northern America,2015,True,265107,Western Asia,252133
3015,Northern America,2015,True,265107,South-eastern Asia,175558
3016,Northern America,2015,True,265107,Southern Europe,702716
3017,Northern America,2015,True,265107,Central Asia,3557
3018,Northern America,2015,True,265107,Polynesia,175
3019,Northern America,2015,True,265107,Melanesia,1416
3020,Northern America,2015,True,265107,Micronesia,5
3021,Northern America,2014,False,281360,Southern Europe,433173
3022,Northern America,2014,False,281360,Australia and New Zealand,303231
3023,Northern America,2014,False,281360,Western Europe,735203
3024,Northern America,2014,False,281360,Northern Europe,677835
3025,Northern America,2014,False,281360,Northern America,2641708
3026,Northern America,2014,False,281360,Eastern Europe,168849
3027,Northern America,2014,False,281360,Western Asia,199361
3028,Northern America,2014,False,281360,Southern Asia,319911
3029,Northern America,2014,False,281360,Sub-Saharan Africa,83786
3030,Northern America,2014,False,281360,South-eastern Asia,150622
3031,Northern America,2014,False,281360,Eastern Asia,1570700
3032,Northern America,2014,False,281360,Northern Africa,40551
3033,Northern America,2014,False,281360,Latin America and the Caribbean,220425
3034,Northern America,2014,False,281360,Central Asia,2623
3035,Northern America,2014,False,281360,Melanesia,932
3036,Northern America,2014,False,281360,Polynesia,133
3037,Northern America,2014,False,281360,Micronesia,3
3038,Latin America and the Caribbean,2014,False,33947,Northern America,118350
3039,Latin America and the Caribbean,2014,False,33947,Western Europe,58968
3040,Latin America and the Caribbean,2014,False,33947,Northern Europe,50826
3041,Latin America and the Caribbean,2014,False,33947,Australia and New Zealand,24125
3042,Latin America and the Caribbean,2014,False,33947,Eastern Asia,102965
3043,Latin America and the Caribbean,2014,False,33947,Eastern Europe,20369
3044,Latin America and the Caribbean,2014,False,33947,Western Asia,20065
3045,Latin America and the Caribbean,2014,False,33947,Southern Asia,43411
3046,Latin America and the Caribbean,2014,False,33947,South-eastern Asia,15902
3047,Latin America and the Caribbean,2014,False,33947,Latin America and the Caribbean,170037
3048,Latin America and the Caribbean,2014,False,33947,Southern Europe,58820
3049,Latin America and the Caribbean,2014,False,33947,Sub-Saharan Africa,11601
3050,Latin America and the Caribbean,2014,False,33947,Northern Africa,6989
3051,Latin America and the Caribbean,2014,False,33947,Melanesia,163
3052,Latin America and the Caribbean,2014,False,33947,Central Asia,259
3053,Latin America and the Caribbean,2014,False,33947,Polynesia,14
3054,Latin America and the Caribbean,2014,False,33947,Micronesia,1
3055,Northern Europe,2010,True,63796,Latin America and the Caribbean,134031
3056,Northern Europe,2010,True,63796,Australia and New Zealand,200369
3057,Northern Europe,2010,True,63796,Eastern Europe,114373
3058,Northern Europe,2010,True,63796,Southern Europe,318493
3059,Northern Europe,2010,True,63796,Eastern Asia,519716
3060,Northern Europe,2010,True,63796,Northern Europe,832393
3061,Northern Europe,2010,True,63796,Western Europe,621322
3062,Northern Europe,2010,True,63796,Northern America,1120486
3063,Northern Europe,2010,True,63796,Southern Asia,124514
3064,Northern Europe,2010,True,63796,Sub-Saharan Africa,73491
3065,Northern Europe,2010,True,63796,Northern Africa,17836
3066,Northern Europe,2010,True,63796,Western Asia,89540
3067,Northern Europe,2010,True,63796,South-eastern Asia,62974
3068,Northern Europe,2010,True,63796,Central Asia,983
3069,Northern Europe,2010,True,63796,Melanesia,716
3070,Northern Europe,2010,True,63796,Polynesia,38
3071,Northern Europe,2010,True,63796,Micronesia,2
3072,Eastern Asia,2017,False,276533,Southern Europe,194401
3073,Eastern Asia,2017,False,276533,Southern Asia,388869
3074,Eastern Asia,2017,False,276533,Australia and New Zealand,174683
3075,Eastern Asia,2017,False,276533,Eastern Asia,3229172
3076,Eastern Asia,2017,False,276533,Eastern Europe,120890
3077,Eastern Asia,2017,False,276533,Latin America and the Caribbean,108143
3078,Eastern Asia,2017,False,276533,Sub-Saharan Africa,45814
3079,Eastern Asia,2017,False,276533,Western Europe,280595
3080,Eastern Asia,2017,False,276533,Northern Europe,269753
3081,Eastern Asia,2017,False,276533,Northern America,724122
3082,Eastern Asia,2017,False,276533,South-eastern Asia,169952
3083,Eastern Asia,2017,False,276533,Western Asia,153764
3084,Eastern Asia,2017,False,276533,Northern Africa,45496
3085,Eastern Asia,2017,False,276533,Central Asia,3149
3086,Eastern Asia,2017,False,276533,Melanesia,533
3087,Eastern Asia,2017,False,276533,Polynesia,42
3088,South-eastern Asia,2012,True,12097,Eastern Europe,10777
3089,South-eastern Asia,2012,True,12097,Latin America and the Caribbean,15892
3090,South-eastern Asia,2012,True,12097,Sub-Saharan Africa,11633
3091,South-eastern Asia,2012,True,12097,Australia and New Zealand,21906
3092,South-eastern Asia,2012,True,12097,Eastern Asia,84353
3093,South-eastern Asia,2012,True,12097,Southern Asia,31786
3094,South-eastern Asia,2012,True,12097,Northern Europe,45155
3095,South-eastern Asia,2012,True,12097,South-eastern Asia,49976
3096,South-eastern Asia,2012,True,12097,Western Europe,44408
3097,South-eastern Asia,2012,True,12097,Northern America,98908
3098,South-eastern Asia,2012,True,12097,Western Asia,14311
3099,South-eastern Asia,2012,True,12097,Southern Europe,25763
3100,South-eastern Asia,2012,True,12097,Northern Africa,4378
3101,South-eastern Asia,2012,True,12097,Melanesia,234
3102,South-eastern Asia,2012,True,12097,Central Asia,175
3103,South-eastern Asia,2012,True,12097,Polynesia,10
3104,South-eastern Asia,2019,True,25925,Western Europe,31784
3105,South-eastern Asia,2019,True,25925,Northern Europe,35553
3106,South-eastern Asia,2019,True,25925,Australia and New Zealand,17788
3107,South-eastern Asia,2019,True,25925,Eastern Asia,86081
3108,South-eastern Asia,2019,True,25925,Northern America,63775
3109,South-eastern Asia,2019,True,25925,Eastern Europe,10584
3110,South-eastern Asia,2019,True,25925,South-eastern Asia,53281
3111,South-eastern Asia,2019,True,25925,Southern Europe,21205
3112,South-eastern Asia,2019,True,25925,Latin America and the Caribbean,13027
3113,South-eastern Asia,2019,True,25925,Western Asia,17539
3114,South-eastern Asia,2019,True,25925,Northern Africa,4906
3115,South-eastern Asia,2019,True,25925,Southern Asia,32256
3116,South-eastern Asia,2019,True,25925,Sub-Saharan Africa,9071
3117,South-eastern Asia,2019,True,25925,Central Asia,409
3118,South-eastern Asia,2019,True,25925,Melanesia,137
3119,South-eastern Asia,2019,True,25925,Polynesia,8
3120,South-eastern Asia,2019,True,25925,Micronesia,1
3121,Sub-Saharan Africa,2011,True,9155,South-eastern Asia,8911
3122,Sub-Saharan Africa,2011,True,9155,Latin America and the Caribbean,16769
3123,Sub-Saharan Africa,2011,True,9155,Western Europe,51279
3124,Sub-Saharan Africa,2011,True,9155,Northern Europe,56934
3125,Sub-Saharan Africa,2011,True,9155,Australia and New Zealand,21716
3126,Sub-Saharan Africa,2011,True,9155,Northern America,122292
3127,Sub-Saharan Africa,2011,True,9155,Sub-Saharan Africa,70148
3128,Sub-Saharan Africa,2011,True,9155,Central Asia,148
3129,Sub-Saharan Africa,2011,True,9155,Northern Africa,3062
3130,Sub-Saharan Africa,2011,True,9155,Western Asia,9136
3131,Sub-Saharan Africa,2011,True,9155,Eastern Europe,9439
3132,Sub-Saharan Africa,2011,True,9155,Southern Asia,20855
3133,Sub-Saharan Africa,2011,True,9155,Southern Europe,24284
3134,Sub-Saharan Africa,2011,True,9155,Eastern Asia,40795
3135,Sub-Saharan Africa,2011,True,9155,Melanesia,312
3136,Sub-Saharan Africa,2011,True,9155,Polynesia,10
3137,Central Asia,2010,True,52,Eastern Asia,180
3138,Central Asia,2010,True,52,Latin America and the Caribbean,44
3139,Central Asia,2010,True,52,Australia and New Zealand,22
3140,Central Asia,2010,True,52,Sub-Saharan Africa,22
3141,Central Asia,2010,True,52,South-eastern Asia,36
3142,Central Asia,2010,True,52,Western Europe,140
3143,Central Asia,2010,True,52,Eastern Europe,110
3144,Central Asia,2010,True,52,Southern Asia,127
3145,Central Asia,2010,True,52,Northern Europe,79
3146,Central Asia,2010,True,52,Southern Europe,154
3147,Central Asia,2010,True,52,Central Asia,120
3148,Central Asia,2010,True,52,Northern America,244
3149,Central Asia,2010,True,52,Northern Africa,8
3150,Central Asia,2010,True,52,Western Asia,35
3151,Northern Europe,2011,True,69827,Southern Europe,326138
3152,Northern Europe,2011,True,69827,Western Asia,94654
3153,Northern Europe,2011,True,69827,Eastern Asia,549253
3154,Northern Europe,2011,True,69827,Australia and New Zealand,214090
3155,Northern Europe,2011,True,69827,Northern America,1143276
3156,Northern Europe,2011,True,69827,Western Europe,638153
3157,Northern Europe,2011,True,69827,Northern Europe,874586
3158,Northern Europe,2011,True,69827,Sub-Saharan Africa,75815
3159,Northern Europe,2011,True,69827,Southern Asia,133511
3160,Northern Europe,2011,True,69827,Latin America and the Caribbean,139614
3161,Northern Europe,2011,True,69827,South-eastern Asia,67894
3162,Northern Europe,2011,True,69827,Eastern Europe,120403
3163,Northern Europe,2011,True,69827,Central Asia,1219
3164,Northern Europe,2011,True,69827,Northern Africa,18975
3165,Northern Europe,2011,True,69827,Melanesia,718
3166,Northern Europe,2011,True,69827,Polynesia,51
3167,Northern Europe,2011,True,69827,Micronesia,5
3168,Southern Asia,2012,True,23596,Australia and New Zealand,24665
3169,Southern Asia,2012,True,23596,Northern Europe,55704
3170,Southern Asia,2012,True,23596,Northern Africa,10992
3171,Southern Asia,2012,True,23596,Western Asia,27769
3172,Southern Asia,2012,True,23596,Southern Europe,38390
3173,Southern Asia,2012,True,23596,Latin America and the Caribbean,28615
3174,Southern Asia,2012,True,23596,South-eastern Asia,21730
3175,Southern Asia,2012,True,23596,Western Europe,55120
3176,Southern Asia,2012,True,23596,Eastern Europe,19610
3177,Southern Asia,2012,True,23596,Eastern Asia,90379
3178,Southern Asia,2012,True,23596,Northern America,117916
3179,Southern Asia,2012,True,23596,Southern Asia,135438
3180,Southern Asia,2012,True,23596,Sub-Saharan Africa,21711
3181,Southern Asia,2012,True,23596,Central Asia,520
3182,Southern Asia,2012,True,23596,Melanesia,283
3183,Southern Asia,2012,True,23596,Polynesia,6
3184,Australia and New Zealand,2010,False,36969,Australia and New Zealand,259063
3185,Australia and New Zealand,2010,False,36969,Western Europe,150772
3186,Australia and New Zealand,2010,False,36969,Southern Asia,61141
3187,Australia and New Zealand,2010,False,36969,Northern Europe,172098
3188,Australia and New Zealand,2010,False,36969,Northern America,323563
3189,Australia and New Zealand,2010,False,36969,Eastern Asia,224575
3190,Australia and New Zealand,2010,False,36969,Western Asia,34379
3191,Australia and New Zealand,2010,False,36969,South-eastern Asia,34352
3192,Australia and New Zealand,2010,False,36969,Southern Europe,90360
3193,Australia and New Zealand,2010,False,36969,Eastern Europe,30568
3194,Australia and New Zealand,2010,False,36969,Sub-Saharan Africa,23511
3195,Australia and New Zealand,2010,False,36969,Northern Africa,7964
3196,Australia and New Zealand,2010,False,36969,Latin America and the Caribbean,48916
3197,Australia and New Zealand,2010,False,36969,Central Asia,358
3198,Australia and New Zealand,2010,False,36969,Melanesia,796
3199,Australia and New Zealand,2010,False,36969,Polynesia,65
3200,Australia and New Zealand,2010,False,36969,Micronesia,4
3201,Southern Asia,2016,False,80697,Southern Asia,495816
3202,Southern Asia,2016,False,80697,Eastern Asia,334588
3203,Southern Asia,2016,False,80697,Latin America and the Caribbean,49772
3204,Southern Asia,2016,False,80697,Northern America,148502
3205,Southern Asia,2016,False,80697,Western Asia,86007
3206,Southern Asia,2016,False,80697,Western Europe,62744
3207,Southern Asia,2016,False,80697,Eastern Europe,42282
3208,Southern Asia,2016,False,80697,Northern Europe,68591
3209,Southern Asia,2016,False,80697,Australia and New Zealand,38440
3210,Southern Asia,2016,False,80697,Southern Europe,65577
3211,Southern Asia,2016,False,80697,South-eastern Asia,61975
3212,Southern Asia,2016,False,80697,Northern Africa,29289
3213,Southern Asia,2016,False,80697,Sub-Saharan Africa,27114
3214,Southern Asia,2016,False,80697,Central Asia,1091
3215,Southern Asia,2016,False,80697,Melanesia,374
3216,Southern Asia,2016,False,80697,Polynesia,8
3217,South-eastern Asia,2014,False,26276,Eastern Asia,216944
3218,South-eastern Asia,2014,False,26276,Latin America and the Caribbean,20210
3219,South-eastern Asia,2014,False,26276,South-eastern Asia,102728
3220,South-eastern Asia,2014,False,26276,Northern Europe,44225
3221,South-eastern Asia,2014,False,26276,Australia and New Zealand,29307
3222,South-eastern Asia,2014,False,26276,Western Europe,42992
3223,South-eastern Asia,2014,False,26276,Northern America,96973
3224,South-eastern Asia,2014,False,26276,Eastern Europe,16628
3225,South-eastern Asia,2014,False,26276,Southern Asia,72265
3226,South-eastern Asia,2014,False,26276,Southern Europe,32643
3227,South-eastern Asia,2014,False,26276,Sub-Saharan Africa,10209
3228,South-eastern Asia,2014,False,26276,Western Asia,28568
3229,South-eastern Asia,2014,False,26276,Northern Africa,8018
3230,South-eastern Asia,2014,False,26276,Melanesia,120
3231,South-eastern Asia,2014,False,26276,Central Asia,393
3232,South-eastern Asia,2014,False,26276,Polynesia,10
3233,Southern Asia,2011,False,51408,Western Europe,66824
3234,Southern Asia,2011,False,51408,Australia and New Zealand,32753
3235,Southern Asia,2011,False,51408,Eastern Asia,254060
3236,Southern Asia,2011,False,51408,South-eastern Asia,49847
3237,Southern Asia,2011,False,51408,Northern Europe,65394
3238,Southern Asia,2011,False,51408,Northern America,147100
3239,Southern Asia,2011,False,51408,Southern Asia,406619
3240,Southern Asia,2011,False,51408,Eastern Europe,36620
3241,Southern Asia,2011,False,51408,Latin America and the Caribbean,44903
3242,Southern Asia,2011,False,51408,Northern Africa,24196
3243,Southern Asia,2011,False,51408,Southern Europe,63265
3244,Southern Asia,2011,False,51408,Sub-Saharan Africa,25097
3245,Southern Asia,2011,False,51408,Western Asia,62265
3246,Southern Asia,2011,False,51408,Central Asia,736
3247,Southern Asia,2011,False,51408,Melanesia,269
3248,Southern Asia,2011,False,51408,Polynesia,12
3249,Sub-Saharan Africa,2019,False,13150,Australia and New Zealand,5277
3250,Sub-Saharan Africa,2019,False,13150,Eastern Asia,27003
3251,Sub-Saharan Africa,2019,False,13150,Sub-Saharan Africa,26551
3252,Sub-Saharan Africa,2019,False,13150,Northern America,18222
3253,Sub-Saharan Africa,2019,False,13150,Western Europe,9910
3254,Sub-Saharan Africa,2019,False,13150,Northern Europe,10319
3255,Sub-Saharan Africa,2019,False,13150,Latin America and the Caribbean,5584
3256,Sub-Saharan Africa,2019,False,13150,Eastern Europe,5821
3257,Sub-Saharan Africa,2019,False,13150,Northern Africa,2820
3258,Sub-Saharan Africa,2019,False,13150,South-eastern Asia,5745
3259,Sub-Saharan Africa,2019,False,13150,Western Asia,8659
3260,Sub-Saharan Africa,2019,False,13150,Southern Asia,15840
3261,Sub-Saharan Africa,2019,False,13150,Southern Europe,7190
3262,Sub-Saharan Africa,2019,False,13150,Central Asia,274
3263,Sub-Saharan Africa,2019,False,13150,Melanesia,77
3264,Sub-Saharan Africa,2019,False,13150,Polynesia,7
3265,Northern America,2017,True,288607,Latin America and the Caribbean,285211
3266,Northern America,2017,True,288607,Northern Europe,968919
3267,Northern America,2017,True,288607,Northern America,3240591
3268,Northern America,2017,True,288607,Western Europe,1084243
3269,Northern America,2017,True,288607,Southern Europe,586171
3270,Northern America,2017,True,288607,Southern Asia,306169
3271,Northern America,2017,True,288607,Australia and New Zealand,366842
3272,Northern America,2017,True,288607,Eastern Europe,226510
3273,Northern America,2017,True,288607,Northern Africa,41029
3274,Northern America,2017,True,288607,Central Asia,3457
3275,Northern America,2017,True,288607,Sub-Saharan Africa,135195
3276,Northern America,2017,True,288607,South-eastern Asia,152731
3277,Northern America,2017,True,288607,Western Asia,215338
3278,Northern America,2017,True,288607,Eastern Asia,1663109
3279,Northern America,2017,True,288607,Melanesia,1131
3280,Northern America,2017,True,288607,Polynesia,140
3281,Northern America,2017,True,288607,Micronesia,8
3282,Western Europe,2014,True,107322,Eastern Asia,751349
3283,Western Europe,2014,True,107322,Eastern Europe,173023
3284,Western Europe,2014,True,107322,Western Europe,1131280
3285,Western Europe,2014,True,107322,Northern Africa,26013
3286,Western Europe,2014,True,107322,South-eastern Asia,80702
3287,Western Europe,2014,True,107322,Southern Asia,158944
3288,Western Europe,2014,True,107322,Latin America and the Caribbean,174185
3289,Western Europe,2014,True,107322,Western Asia,120619
3290,Western Europe,2014,True,107322,Australia and New Zealand,209223
3291,Western Europe,2014,True,107322,Northern Europe,652691
3292,Western Europe,2014,True,107322,Southern Europe,416435
3293,Western Europe,2014,True,107322,Northern America,1269880
3294,Western Europe,2014,True,107322,Sub-Saharan Africa,76417
3295,Western Europe,2014,True,107322,Central Asia,1932
3296,Western Europe,2014,True,107322,Melanesia,680
3297,Western Europe,2014,True,107322,Polynesia,123
3298,Western Europe,2014,True,107322,Micronesia,3
3299,Eastern Asia,2015,True,135988,Sub-Saharan Africa,43526
3300,Eastern Asia,2015,True,135988,Northern Africa,28384
3301,Eastern Asia,2015,True,135988,Australia and New Zealand,127196
3302,Eastern Asia,2015,True,135988,Western Asia,95001
3303,Eastern Asia,2015,True,135988,Eastern Europe,102838
3304,Eastern Asia,2015,True,135988,Latin America and the Caribbean,103647
3305,Eastern Asia,2015,True,135988,Southern Europe,209528
3306,Eastern Asia,2015,True,135988,Eastern Asia,1489231
3307,Eastern Asia,2015,True,135988,Western Europe,349171
3308,Eastern Asia,2015,True,135988,Northern Europe,296588
3309,Eastern Asia,2015,True,135988,Northern America,809031
3310,Eastern Asia,2015,True,135988,South-eastern Asia,93066
3311,Eastern Asia,2015,True,135988,Southern Asia,195098
3312,Eastern Asia,2015,True,135988,Melanesia,361
3313,Eastern Asia,2015,True,135988,Central Asia,1780
3314,Eastern Asia,2015,True,135988,Polynesia,42
3315,Eastern Asia,2015,True,135988,Micronesia,1
3316,Latin America and the Caribbean,2013,False,30792,Australia and New Zealand,24688
3317,Latin America and the Caribbean,2013,False,30792,Eastern Asia,98455
3318,Latin America and the Caribbean,2013,False,30792,Northern America,124290
3319,Latin America and the Caribbean,2013,False,30792,Western Europe,63976
3320,Latin America and the Caribbean,2013,False,30792,Eastern Europe,19939
3321,Latin America and the Caribbean,2013,False,30792,Southern Europe,60359
3322,Latin America and the Caribbean,2013,False,30792,Latin America and the Caribbean,169627
3323,Latin America and the Caribbean,2013,False,30792,Southern Asia,42726
3324,Latin America and the Caribbean,2013,False,30792,Western Asia,19804
3325,Latin America and the Caribbean,2013,False,30792,Northern Europe,54358
3326,Latin America and the Caribbean,2013,False,30792,Northern Africa,7066
3327,Latin America and the Caribbean,2013,False,30792,Sub-Saharan Africa,12415
3328,Latin America and the Caribbean,2013,False,30792,South-eastern Asia,16442
3329,Latin America and the Caribbean,2013,False,30792,Central Asia,215
3330,Latin America and the Caribbean,2013,False,30792,Melanesia,129
3331,Latin America and the Caribbean,2013,False,30792,Polynesia,6
3332,Latin America and the Caribbean,2013,False,30792,Micronesia,1
3333,Latin America and the Caribbean,2015,True,45419,Northern America,204827
3334,Latin America and the Caribbean,2015,True,45419,Latin America and the Caribbean,206487
3335,Latin America and the Caribbean,2015,True,45419,Western Europe,108613
3336,Latin America and the Caribbean,2015,True,45419,Australia and New Zealand,39831
3337,Latin America and the Caribbean,2015,True,45419,Western Asia,25053
3338,Latin America and the Caribbean,2015,True,45419,Sub-Saharan Africa,20791
3339,Latin America and the Caribbean,2015,True,45419,South-eastern Asia,19324
3340,Latin America and the Caribbean,2015,True,45419,Southern Asia,44525
3341,Latin America and the Caribbean,2015,True,45419,Eastern Asia,111978
3342,Latin America and the Caribbean,2015,True,45419,Southern Europe,82543
3343,Latin America and the Caribbean,2015,True,45419,Northern Europe,96204
3344,Latin America and the Caribbean,2015,True,45419,Eastern Europe,29517
3345,Latin America and the Caribbean,2015,True,45419,Northern Africa,8271
3346,Latin America and the Caribbean,2015,True,45419,Central Asia,492
3347,Latin America and the Caribbean,2015,True,45419,Melanesia,235
3348,Latin America and the Caribbean,2015,True,45419,Polynesia,19
3349,Latin America and the Caribbean,2015,True,45419,Micronesia,1
3350,Eastern Europe,2016,False,47593,Southern Asia,34919
3351,Eastern Europe,2016,False,47593,Eastern Asia,105093
3352,Eastern Europe,2016,False,47593,Latin America and the Caribbean,18796
3353,Eastern Europe,2016,False,47593,Northern America,73542
3354,Eastern Europe,2016,False,47593,Western Asia,17790
3355,Eastern Europe,2016,False,47593,Western Europe,58955
3356,Eastern Europe,2016,False,47593,Eastern Europe,177382
3357,Eastern Europe,2016,False,47593,Northern Europe,40843
3358,Eastern Europe,2016,False,47593,Australia and New Zealand,13745
3359,Eastern Europe,2016,False,47593,Southern Europe,41288
3360,Eastern Europe,2016,False,47593,Sub-Saharan Africa,8584
3361,Eastern Europe,2016,False,47593,Northern Africa,5667
3362,Eastern Europe,2016,False,47593,South-eastern Asia,12098
3363,Eastern Europe,2016,False,47593,Central Asia,899
3364,Eastern Europe,2016,False,47593,Melanesia,65
3365,Eastern Europe,2016,False,47593,Polynesia,5
3366,Eastern Europe,2010,True,11810,Western Asia,13749
3367,Eastern Europe,2010,True,11810,Sub-Saharan Africa,6548
3368,Eastern Europe,2010,True,11810,Southern Asia,19931
3369,Eastern Europe,2010,True,11810,Australia and New Zealand,16597
3370,Eastern Europe,2010,True,11810,Latin America and the Caribbean,18653
3371,Eastern Europe,2010,True,11810,Eastern Asia,68032
3372,Eastern Europe,2010,True,11810,Southern Europe,43956
3373,Eastern Europe,2010,True,11810,Eastern Europe,67617
3374,Eastern Europe,2010,True,11810,Northern America,112174
3375,Eastern Europe,2010,True,11810,Northern Europe,56749
3376,Eastern Europe,2010,True,11810,Western Europe,78703
3377,Eastern Europe,2010,True,11810,South-eastern Asia,6930
3378,Eastern Europe,2010,True,11810,Northern Africa,3032
3379,Eastern Europe,2010,True,11810,Central Asia,441
