,subregion_cited,year,is_oa,count_doi,subregion_citing,subregion_citing_count
3380,Eastern Europe,2010,True,11810,Melanesia,47
3381,Eastern Europe,2010,True,11810,Polynesia,4
3382,Melanesia,2016,True,153,Northern Africa,87
3383,Melanesia,2016,True,153,South-eastern Asia,525
3384,Melanesia,2016,True,153,Southern Europe,976
3385,Melanesia,2016,True,153,Southern Asia,871
3386,Melanesia,2016,True,153,Polynesia,5
3387,Melanesia,2016,True,153,Melanesia,265
3388,Melanesia,2016,True,153,Central Asia,15
3389,Melanesia,2016,True,153,Eastern Europe,280
3390,Melanesia,2016,True,153,Western Asia,321
3391,Melanesia,2016,True,153,Latin America and the Caribbean,792
3392,Melanesia,2016,True,153,Sub-Saharan Africa,849
3393,Melanesia,2016,True,153,Australia and New Zealand,1663
3394,Melanesia,2016,True,153,Western Europe,1834
3395,Melanesia,2016,True,153,Eastern Asia,1796
3396,Melanesia,2016,True,153,Northern Europe,2582
3397,Melanesia,2016,True,153,Northern America,4093
3398,Polynesia,2010,False,11,Northern America,39
3399,Polynesia,2010,False,11,Polynesia,12
3400,Polynesia,2010,False,11,Eastern Asia,8
3401,Polynesia,2010,False,11,Australia and New Zealand,43
3402,Polynesia,2010,False,11,Western Europe,46
3403,Polynesia,2010,False,11,South-eastern Asia,23
3404,Polynesia,2010,False,11,Northern Africa,1
3405,Polynesia,2010,False,11,Southern Asia,4
3406,Polynesia,2010,False,11,Western Asia,5
3407,Polynesia,2010,False,11,Eastern Europe,2
3408,Polynesia,2010,False,11,Latin America and the Caribbean,7
3409,Polynesia,2010,False,11,Northern Europe,16
3410,Polynesia,2010,False,11,Southern Europe,53
3411,Polynesia,2010,False,11,Sub-Saharan Africa,3
3412,Polynesia,2010,False,11,Melanesia,1
3413,Polynesia,2013,False,10,Sub-Saharan Africa,13
3414,Polynesia,2013,False,10,Northern America,30
3415,Polynesia,2013,False,10,Western Europe,35
3416,Polynesia,2013,False,10,Eastern Asia,17
3417,Polynesia,2013,False,10,Australia and New Zealand,36
3418,Polynesia,2013,False,10,South-eastern Asia,6
3419,Polynesia,2013,False,10,Melanesia,4
3420,Polynesia,2013,False,10,Latin America and the Caribbean,10
3421,Polynesia,2013,False,10,Northern Europe,14
3422,Polynesia,2013,False,10,Southern Asia,3
3423,Polynesia,2013,False,10,Western Asia,1
3424,Polynesia,2013,False,10,Polynesia,8
3425,Polynesia,2013,False,10,Southern Europe,3
3426,Polynesia,2013,False,10,Eastern Europe,1
3427,Micronesia,2013,True,1,South-eastern Asia,1
3428,Micronesia,2013,True,1,Latin America and the Caribbean,1
3429,Micronesia,2013,True,1,Northern America,4
3430,Eastern Asia,2013,True,106005,Northern America,786711
3431,Eastern Asia,2013,True,106005,Northern Europe,276709
3432,Eastern Asia,2013,True,106005,Eastern Asia,1269566
3433,Eastern Asia,2013,True,106005,Southern Asia,174390
3434,Eastern Asia,2013,True,106005,Australia and New Zealand,116653
3435,Eastern Asia,2013,True,106005,South-eastern Asia,81778
3436,Eastern Asia,2013,True,106005,Latin America and the Caribbean,99233
3437,Eastern Asia,2013,True,106005,Sub-Saharan Africa,40796
3438,Eastern Asia,2013,True,106005,Eastern Europe,94401
3439,Eastern Asia,2013,True,106005,Western Asia,86032
3440,Eastern Asia,2013,True,106005,Southern Europe,193635
3441,Eastern Asia,2013,True,106005,Western Europe,337052
3442,Eastern Asia,2013,True,106005,Northern Africa,25821
3443,Eastern Asia,2013,True,106005,Central Asia,1422
3444,Eastern Asia,2013,True,106005,Polynesia,53
3445,Eastern Asia,2013,True,106005,Melanesia,420
3446,Eastern Asia,2013,True,106005,Micronesia,3
3447,Western Europe,2018,True,142636,South-eastern Asia,61244
3448,Western Europe,2018,True,142636,Eastern Europe,128228
3449,Western Europe,2018,True,142636,Southern Europe,314031
3450,Western Europe,2018,True,142636,Eastern Asia,585023
3451,Western Europe,2018,True,142636,Northern America,855795
3452,Western Europe,2018,True,142636,Western Europe,815833
3453,Western Europe,2018,True,142636,Southern Asia,121418
3454,Western Europe,2018,True,142636,Western Asia,91603
3455,Western Europe,2018,True,142636,Northern Europe,475740
3456,Western Europe,2018,True,142636,Latin America and the Caribbean,125029
3457,Western Europe,2018,True,142636,Sub-Saharan Africa,55653
3458,Western Europe,2018,True,142636,Australia and New Zealand,149885
3459,Western Europe,2018,True,142636,Northern Africa,18980
3460,Western Europe,2018,True,142636,Melanesia,518
3461,Western Europe,2018,True,142636,Central Asia,1911
3462,Western Europe,2018,True,142636,Polynesia,71
3463,Western Europe,2018,True,142636,Micronesia,2
3464,Western Asia,2014,False,34729,Latin America and the Caribbean,25882
3465,Western Asia,2014,False,34729,South-eastern Asia,25550
3466,Western Asia,2014,False,34729,Eastern Europe,24297
3467,Western Asia,2014,False,34729,Southern Asia,75440
3468,Western Asia,2014,False,34729,Western Asia,128712
3469,Western Asia,2014,False,34729,Australia and New Zealand,25558
3470,Western Asia,2014,False,34729,Northern Europe,57058
3471,Western Asia,2014,False,34729,Southern Europe,54649
3472,Western Asia,2014,False,34729,Eastern Asia,174725
3473,Western Asia,2014,False,34729,Western Europe,66353
3474,Western Asia,2014,False,34729,Northern America,136736
3475,Western Asia,2014,False,34729,Sub-Saharan Africa,10742
3476,Western Asia,2014,False,34729,Northern Africa,18023
3477,Western Asia,2014,False,34729,Central Asia,625
3478,Western Asia,2014,False,34729,Melanesia,108
3479,Western Asia,2014,False,34729,Polynesia,3
3480,Southern Asia,2018,True,39082,Sub-Saharan Africa,22382
3481,Southern Asia,2018,True,39082,Northern Africa,11642
3482,Southern Asia,2018,True,39082,Latin America and the Caribbean,27624
3483,Southern Asia,2018,True,39082,Western Europe,50545
3484,Southern Asia,2018,True,39082,Eastern Europe,21931
3485,Southern Asia,2018,True,39082,South-eastern Asia,26023
3486,Southern Asia,2018,True,39082,Western Asia,34871
3487,Southern Asia,2018,True,39082,Australia and New Zealand,26736
3488,Southern Asia,2018,True,39082,Northern Europe,58373
3489,Southern Asia,2018,True,39082,Southern Europe,39483
3490,Southern Asia,2018,True,39082,Northern America,107605
3491,Southern Asia,2018,True,39082,Southern Asia,151852
3492,Southern Asia,2018,True,39082,Eastern Asia,109146
3493,Southern Asia,2018,True,39082,Central Asia,852
3494,Southern Asia,2018,True,39082,Melanesia,226
3495,Southern Asia,2018,True,39082,Polynesia,9
3496,Southern Asia,2017,False,84711,South-eastern Asia,61781
3497,Southern Asia,2017,False,84711,Northern Europe,63120
3498,Southern Asia,2017,False,84711,Western Europe,58485
3499,Southern Asia,2017,False,84711,Eastern Asia,327500
3500,Southern Asia,2017,False,84711,Northern Africa,29874
3501,Southern Asia,2017,False,84711,Southern Europe,62386
3502,Southern Asia,2017,False,84711,Australia and New Zealand,36976
3503,Southern Asia,2017,False,84711,Latin America and the Caribbean,48493
3504,Southern Asia,2017,False,84711,Northern America,137844
3505,Southern Asia,2017,False,84711,Southern Asia,471737
3506,Southern Asia,2017,False,84711,Western Asia,87929
3507,Southern Asia,2017,False,84711,Eastern Europe,40989
3508,Southern Asia,2017,False,84711,Sub-Saharan Africa,25802
3509,Southern Asia,2017,False,84711,Central Asia,1261
3510,Southern Asia,2017,False,84711,Melanesia,314
3511,Southern Asia,2017,False,84711,Polynesia,16
3512,Micronesia,2013,False,2,Eastern Asia,3
3513,Micronesia,2013,False,2,Micronesia,2
3514,Micronesia,2013,False,2,Northern America,4
3515,Micronesia,2013,False,2,Southern Europe,1
3516,Micronesia,2013,False,2,Northern Europe,1
3517,Micronesia,2013,False,2,Eastern Europe,1
3518,Micronesia,2013,False,2,Southern Asia,2
3519,Micronesia,2013,False,2,Australia and New Zealand,3
3520,Western Europe,2016,False,110957,Southern Asia,99291
3521,Western Europe,2016,False,110957,Australia and New Zealand,86753
3522,Western Europe,2016,False,110957,Northern America,468672
3523,Western Europe,2016,False,110957,Eastern Asia,465842
3524,Western Europe,2016,False,110957,Sub-Saharan Africa,28101
3525,Western Europe,2016,False,110957,Latin America and the Caribbean,79321
3526,Western Europe,2016,False,110957,Eastern Europe,87864
3527,Western Europe,2016,False,110957,Northern Africa,17968
3528,Western Europe,2016,False,110957,Southern Europe,191458
3529,Western Europe,2016,False,110957,South-eastern Asia,44955
3530,Western Europe,2016,False,110957,Western Asia,63173
3531,Western Europe,2016,False,110957,Northern Europe,244889
3532,Western Europe,2016,False,110957,Western Europe,584586
3533,Western Europe,2016,False,110957,Central Asia,1164
3534,Western Europe,2016,False,110957,Polynesia,56
3535,Western Europe,2016,False,110957,Melanesia,287
3536,Western Europe,2016,False,110957,Micronesia,1
3537,Eastern Europe,2011,False,37645,Australia and New Zealand,17378
3538,Eastern Europe,2011,False,37645,Western Asia,18263
3539,Eastern Europe,2011,False,37645,Eastern Europe,181661
3540,Eastern Europe,2011,False,37645,Eastern Asia,110001
3541,Eastern Europe,2011,False,37645,Western Europe,81962
3542,Eastern Europe,2011,False,37645,Northern America,101652
3543,Eastern Europe,2011,False,37645,Latin America and the Caribbean,20896
3544,Eastern Europe,2011,False,37645,Southern Europe,50079
3545,Eastern Europe,2011,False,37645,South-eastern Asia,12015
3546,Eastern Europe,2011,False,37645,Northern Africa,5283
3547,Eastern Europe,2011,False,37645,Northern Europe,54462
3548,Eastern Europe,2011,False,37645,Southern Asia,35951
3549,Eastern Europe,2011,False,37645,Sub-Saharan Africa,8216
3550,Eastern Europe,2011,False,37645,Melanesia,55
3551,Eastern Europe,2011,False,37645,Central Asia,690
3552,Eastern Europe,2011,False,37645,Polynesia,14
3553,Eastern Europe,2011,False,37645,Micronesia,1
3554,Northern Europe,2017,False,61327,Southern Europe,87938
3555,Northern Europe,2017,False,61327,Western Asia,32593
3556,Northern Europe,2017,False,61327,Southern Asia,54122
3557,Northern Europe,2017,False,61327,South-eastern Asia,24866
3558,Northern Europe,2017,False,61327,Eastern Europe,36323
3559,Northern Europe,2017,False,61327,Northern America,219542
3560,Northern Europe,2017,False,61327,Western Europe,130615
3561,Northern Europe,2017,False,61327,Northern Europe,220189
3562,Northern Europe,2017,False,61327,Eastern Asia,218408
3563,Northern Europe,2017,False,61327,Australia and New Zealand,51392
3564,Northern Europe,2017,False,61327,Sub-Saharan Africa,15685
3565,Northern Europe,2017,False,61327,Latin America and the Caribbean,37376
3566,Northern Europe,2017,False,61327,Northern Africa,7809
3567,Northern Europe,2017,False,61327,Melanesia,152
3568,Northern Europe,2017,False,61327,Central Asia,533
3569,Northern Europe,2017,False,61327,Polynesia,21
3570,Northern Europe,2017,False,61327,Micronesia,1
3571,Australia and New Zealand,2016,False,42878,Northern Africa,6664
3572,Australia and New Zealand,2016,False,42878,Southern Asia,55986
3573,Australia and New Zealand,2016,False,42878,Australia and New Zealand,174441
3574,Australia and New Zealand,2016,False,42878,Latin America and the Caribbean,32712
3575,Australia and New Zealand,2016,False,42878,South-eastern Asia,29178
3576,Australia and New Zealand,2016,False,42878,Eastern Asia,233013
3577,Australia and New Zealand,2016,False,42878,Northern Europe,104505
3578,Australia and New Zealand,2016,False,42878,Southern Europe,58220
3579,Australia and New Zealand,2016,False,42878,Western Europe,89190
3580,Australia and New Zealand,2016,False,42878,Northern America,192097
3581,Australia and New Zealand,2016,False,42878,Western Asia,28536
3582,Australia and New Zealand,2016,False,42878,Eastern Europe,22477
3583,Australia and New Zealand,2016,False,42878,Sub-Saharan Africa,15633
3584,Australia and New Zealand,2016,False,42878,Central Asia,464
3585,Australia and New Zealand,2016,False,42878,Melanesia,529
3586,Australia and New Zealand,2016,False,42878,Polynesia,31
3587,Australia and New Zealand,2016,False,42878,Micronesia,2
3588,Australia and New Zealand,2015,True,35415,Northern America,406625
3589,Australia and New Zealand,2015,True,35415,Southern Europe,114424
3590,Australia and New Zealand,2015,True,35415,Western Asia,40188
3591,Australia and New Zealand,2015,True,35415,Australia and New Zealand,224989
3592,Australia and New Zealand,2015,True,35415,Western Europe,207740
3593,Australia and New Zealand,2015,True,35415,Northern Europe,228437
3594,Australia and New Zealand,2015,True,35415,Eastern Asia,239393
3595,Australia and New Zealand,2015,True,35415,South-eastern Asia,36528
3596,Australia and New Zealand,2015,True,35415,Latin America and the Caribbean,63522
3597,Australia and New Zealand,2015,True,35415,Eastern Europe,41919
3598,Australia and New Zealand,2015,True,35415,Northern Africa,8690
3599,Australia and New Zealand,2015,True,35415,Southern Asia,60455
3600,Australia and New Zealand,2015,True,35415,Sub-Saharan Africa,34186
3601,Australia and New Zealand,2015,True,35415,Melanesia,961
3602,Australia and New Zealand,2015,True,35415,Polynesia,61
3603,Australia and New Zealand,2015,True,35415,Central Asia,662
3604,Australia and New Zealand,2011,False,38768,Eastern Europe,32034
3605,Australia and New Zealand,2011,False,38768,Australia and New Zealand,261828
3606,Australia and New Zealand,2011,False,38768,Western Europe,151130
3607,Australia and New Zealand,2011,False,38768,Northern America,323731
3608,Australia and New Zealand,2011,False,38768,Sub-Saharan Africa,23929
3609,Australia and New Zealand,2011,False,38768,Eastern Asia,246786
3610,Australia and New Zealand,2011,False,38768,Southern Asia,62540
3611,Australia and New Zealand,2011,False,38768,Northern Europe,176903
3612,Australia and New Zealand,2011,False,38768,South-eastern Asia,37345
3613,Australia and New Zealand,2011,False,38768,Northern Africa,7934
3614,Australia and New Zealand,2011,False,38768,Southern Europe,92216
3615,Australia and New Zealand,2011,False,38768,Latin America and the Caribbean,49914
3616,Australia and New Zealand,2011,False,38768,Western Asia,35871
3617,Australia and New Zealand,2011,False,38768,Polynesia,67
3618,Australia and New Zealand,2011,False,38768,Melanesia,661
3619,Australia and New Zealand,2011,False,38768,Central Asia,442
3620,Australia and New Zealand,2011,False,38768,Micronesia,3
3621,Australia and New Zealand,2018,False,40407,Northern Africa,5611
3622,Australia and New Zealand,2018,False,40407,Western Asia,23110
3623,Australia and New Zealand,2018,False,40407,Western Europe,57097
3624,Australia and New Zealand,2018,False,40407,Northern America,125607
3625,Australia and New Zealand,2018,False,40407,Sub-Saharan Africa,10634
3626,Australia and New Zealand,2018,False,40407,Southern Europe,40466
3627,Australia and New Zealand,2018,False,40407,Northern Europe,68363
3628,Australia and New Zealand,2018,False,40407,Australia and New Zealand,123784
3629,Australia and New Zealand,2018,False,40407,Eastern Asia,205095
3630,Australia and New Zealand,2018,False,40407,Latin America and the Caribbean,23522
3631,Australia and New Zealand,2018,False,40407,Southern Asia,45851
3632,Australia and New Zealand,2018,False,40407,Central Asia,457
3633,Australia and New Zealand,2018,False,40407,South-eastern Asia,23834
3634,Australia and New Zealand,2018,False,40407,Eastern Europe,16770
3635,Australia and New Zealand,2018,False,40407,Melanesia,366
3636,Australia and New Zealand,2018,False,40407,Polynesia,33
3637,Northern Africa,2012,True,2973,Eastern Europe,5466
3638,Northern Africa,2012,True,2973,Latin America and the Caribbean,5780
3639,Northern Africa,2012,True,2973,South-eastern Asia,3693
3640,Northern Africa,2012,True,2973,Australia and New Zealand,4486
3641,Northern Africa,2012,True,2973,Southern Europe,9095
3642,Northern Africa,2012,True,2973,Northern Europe,9827
3643,Northern Africa,2012,True,2973,Western Asia,8561
3644,Northern Africa,2012,True,2973,Western Europe,12447
3645,Northern Africa,2012,True,2973,Eastern Asia,14797
